location,state,driver_race,stops_per_year,stop_rate,search_rate,consent_search_rate,arrest_rate,citation_rate_speeding_stops,hit_rate,inferred_threshold
SWEET GRASS COUNTY,MT,Black,14,2.8,0.0,NA,0.0,0.925,NA,NA
SWEET GRASS COUNTY,MT,Hispanic,18,0.375,0.011,NA,0.011,0.765,NA,NA
SWEET GRASS COUNTY,MT,White,597,0.213,0.004,NA,0.008,0.755,NA,NA
TETON COUNTY,MT,Black,3,0.75,0.0,NA,0.0,0.875,NA,NA
TETON COUNTY,MT,Hispanic,4,0.068,0.0,NA,0.0,0.533,NA,NA
TETON COUNTY,MT,White,377,0.082,0.001,NA,0.001,0.563,NA,NA
TOOLE COUNTY,MT,Black,10,0.37,0.0,NA,0.082,0.545,NA,NA
TOOLE COUNTY,MT,Hispanic,15,0.132,0.026,NA,0.013,0.656,NA,NA
TOOLE COUNTY,MT,White,994,0.261,0.003,NA,0.052,0.588,NA,NA
TREASURE COUNTY,MT,Black,5,NA,0.0,NA,0.037,0.875,NA,NA
TREASURE COUNTY,MT,Hispanic,9,0.45,0.0,NA,0.0,0.6,NA,NA
TREASURE COUNTY,MT,White,257,0.459,0.001,NA,0.03,0.616,NA,NA
VALLEY COUNTY,MT,Black,12,0.522,0.033,NA,0.0,0.541,NA,NA
VALLEY COUNTY,MT,Hispanic,17,0.193,0.048,NA,0.012,0.442,NA,NA
VALLEY COUNTY,MT,White,973,0.182,0.009,NA,0.0,0.467,NA,NA
WHEATLAND COUNTY,MT,Black,6,1.5,0.0,NA,0.033,0.714,NA,NA
WHEATLAND COUNTY,MT,Hispanic,5,0.208,0.0,NA,0.0,0.667,NA,NA
WHEATLAND COUNTY,MT,White,317,0.198,0.002,NA,0.003,0.501,NA,NA
WIBAUX COUNTY,MT,Black,5,NA,0.0,NA,0.0,0.6,NA,NA
WIBAUX COUNTY,MT,Hispanic,5,0.294,0.0,NA,0.0,0.385,NA,NA
WIBAUX COUNTY,MT,White,177,0.208,0.002,NA,0.001,0.371,NA,NA
YELLOWSTONE COUNTY,MT,Black,125,0.165,0.013,NA,0.019,0.542,NA,NA
YELLOWSTONE COUNTY,MT,Hispanic,255,0.051,0.01,NA,0.024,0.59,NA,NA
YELLOWSTONE COUNTY,MT,White,7606,0.07,0.003,NA,0.007,0.487,NA,NA
A1,NC,Black,1030,0.567,0.007,0.001,0.01,0.827,0.289,0.189
A1,NC,Hispanic,260,0.121,0.016,0.003,0.027,0.889,0.19,0.099
A1,NC,White,11894,0.274,0.007,0.001,0.009,0.851,0.341,0.178
A2,NC,Black,5474,0.217,0.018,0.0,0.019,0.701,0.026,0.041
A2,NC,Hispanic,217,0.22,0.029,0.001,0.036,0.812,0.0,0.03
A2,NC,White,4125,0.213,0.01,0.0,0.011,0.647,0.035,0.044
A3,NC,Black,3766,0.196,0.004,0.001,0.006,0.697,0.232,0.161
A3,NC,Hispanic,291,0.158,0.005,0.001,0.014,0.795,0.125,0.113
A3,NC,White,7728,0.192,0.002,0.0,0.004,0.657,0.23,0.167
A4,NC,Black,4713,0.28,0.008,0.001,0.015,0.773,0.253,0.149
A4,NC,Hispanic,1045,0.354,0.006,0.0,0.014,0.875,0.152,0.14
A4,NC,White,11911,0.327,0.005,0.001,0.009,0.783,0.252,0.163
A5,NC,Black,6737,0.126,0.005,0.0,0.013,0.87,0.152,0.124
A5,NC,Hispanic,916,0.131,0.008,0.0,0.025,0.902,0.053,0.084
A5,NC,White,9231,0.1,0.003,0.0,0.009,0.847,0.175,0.12
A6,NC,Black,2157,0.111,0.007,0.001,0.009,0.9,0.366,0.181
A6,NC,Hispanic,394,0.076,0.007,0.0,0.013,0.932,0.077,0.144
A6,NC,White,6504,0.099,0.004,0.0,0.008,0.893,0.307,0.191
A7,NC,Black,2621,0.124,0.013,0.0,0.014,0.784,0.054,0.067
A7,NC,Hispanic,745,0.251,0.025,0.0,0.029,0.84,0.064,0.043
A7,NC,White,5271,0.174,0.012,0.001,0.013,0.697,0.061,0.057
A8,NC,Black,984,0.301,0.022,0.0,0.029,0.661,0.037,0.052
A8,NC,Hispanic,315,0.176,0.032,0.001,0.037,0.792,0.02,0.039
A8,NC,White,7665,0.152,0.021,0.0,0.027,0.633,0.059,0.045
A9,NC,Black,49,NA,0.0,0.0,0.0,0.6,NA,NA
A9,NC,Hispanic,2,NA,0.0,0.0,0.111,0.667,NA,NA
A9,NC,White,87,NA,0.0,0.0,0.0,0.413,NA,NA
B1,NC,Black,1829,NA,0.001,0.0,0.009,0.879,0.182,0.154
B1,NC,Hispanic,247,NA,0.002,0.0,0.013,0.912,0.0,0.112
B1,NC,White,2237,NA,0.001,0.0,0.008,0.873,0.0,0.133
B2,NC,Black,2710,0.204,0.013,0.0,0.014,0.818,0.046,0.073
B2,NC,Hispanic,2089,0.294,0.031,0.0,0.034,0.898,0.074,0.041
B2,NC,White,4387,0.158,0.008,0.0,0.009,0.768,0.086,0.074
B3,NC,Black,1670,0.081,0.018,0.0,0.024,0.886,0.107,0.059
B3,NC,Hispanic,476,0.032,0.027,0.0,0.037,0.93,0.015,0.042
B3,NC,White,6711,0.069,0.013,0.0,0.019,0.871,0.051,0.056
B4,NC,Black,3799,0.196,0.006,0.001,0.015,0.877,0.188,0.137
B4,NC,Hispanic,2013,0.197,0.009,0.0,0.026,0.923,0.143,0.098
B4,NC,White,9460,0.159,0.004,0.0,0.011,0.871,0.2,0.138
B5,NC,Black,5794,0.249,0.002,0.0,0.006,0.821,0.0,0.122
B5,NC,Hispanic,1054,0.314,0.002,0.0,0.007,0.908,0.222,0.096
B5,NC,White,10369,0.233,0.001,0.0,0.004,0.824,0.176,0.124
B6,NC,Black,3595,0.107,0.003,0.0,0.012,0.824,0.339,0.156
B6,NC,Hispanic,866,0.077,0.005,0.0,0.03,0.899,0.0,0.108
B6,NC,White,15266,0.069,0.003,0.0,0.018,0.83,0.149,0.131
B7,NC,Black,4069,0.163,0.003,0.0,0.017,0.913,0.074,0.11
B7,NC,Hispanic,1545,0.239,0.004,0.001,0.023,0.944,0.062,0.084
B7,NC,White,4824,0.159,0.001,0.0,0.007,0.899,0.139,0.115
B8,NC,Black,7231,0.067,0.006,0.0,0.012,0.908,0.103,0.082
B8,NC,Hispanic,1531,0.047,0.006,0.001,0.015,0.944,0.044,0.068
B8,NC,White,10402,0.057,0.004,0.0,0.009,0.89,0.068,0.077
C1,NC,Black,7068,0.133,0.012,0.001,0.015,0.808,0.157,0.105
C1,NC,Hispanic,760,0.145,0.017,0.004,0.021,0.889,0.141,0.078
C1,NC,White,6433,0.11,0.007,0.0,0.009,0.758,0.226,0.124
C2,NC,Black,2064,0.069,0.005,0.0,0.016,0.744,0.127,0.141
C2,NC,Hispanic,1023,0.122,0.012,0.0,0.033,0.839,0.183,0.086
C2,NC,White,3561,0.063,0.005,0.0,0.015,0.659,0.176,0.125
C3,NC,Black,9519,0.062,0.005,0.001,0.008,0.89,0.252,0.164
C3,NC,Hispanic,2388,0.038,0.008,0.001,0.014,0.934,0.188,0.11
C3,NC,White,14850,0.031,0.004,0.001,0.008,0.848,0.247,0.15
C4,NC,Black,5956,0.154,0.002,0.0,0.026,0.872,0.169,0.147
C4,NC,Hispanic,926,0.17,0.002,0.0,0.028,0.931,0.125,0.123
C4,NC,White,5712,0.104,0.001,0.0,0.012,0.849,0.184,0.139
C5,NC,Black,3001,0.097,0.009,0.001,0.011,0.843,0.152,0.12
C5,NC,Hispanic,896,0.129,0.017,0.002,0.022,0.872,0.133,0.075
C5,NC,White,3587,0.085,0.006,0.001,0.008,0.763,0.2,0.123
C6,NC,Black,4035,0.196,0.005,0.002,0.01,0.84,0.382,0.19
C6,NC,Hispanic,1600,0.11,0.01,0.005,0.032,0.871,0.188,0.114
C6,NC,White,9452,0.096,0.002,0.001,0.009,0.805,0.237,0.21
C7,NC,Black,5578,0.056,0.011,0.001,0.027,0.768,0.13,0.088
C7,NC,Hispanic,1323,0.047,0.023,0.0,0.096,0.862,0.026,0.051
C7,NC,White,5271,0.04,0.007,0.001,0.018,0.729,0.139,0.093
C8,NC,Black,5529,0.171,0.007,0.001,0.008,0.738,0.271,0.156
C8,NC,Hispanic,385,0.343,0.007,0.002,0.005,0.861,0.214,0.131
C8,NC,White,4692,0.19,0.003,0.0,0.003,0.694,0.274,0.204
D1,NC,Black,2374,0.27,0.005,0.001,0.006,0.813,0.25,0.164
D1,NC,Hispanic,1200,0.168,0.006,0.0,0.007,0.817,0.243,0.131
D1,NC,White,5625,0.195,0.004,0.0,0.005,0.752,0.238,0.162
D2,NC,Black,7185,0.056,0.014,0.002,0.021,0.893,0.106,0.069
D2,NC,Hispanic,1108,0.045,0.028,0.006,0.046,0.93,0.032,0.043
D2,NC,White,8916,0.04,0.011,0.001,0.019,0.866,0.078,0.064
D3,NC,Black,2114,0.15,0.012,0.002,0.016,0.894,0.403,0.167
D3,NC,Hispanic,490,0.146,0.023,0.002,0.031,0.937,0.25,0.09
D3,NC,White,6053,0.107,0.009,0.001,0.013,0.884,0.338,0.184
D4,NC,Black,1533,0.103,0.008,0.0,0.01,0.869,0.25,0.133
D4,NC,Hispanic,211,0.133,0.009,0.003,0.009,0.947,0.1,0.101
D4,NC,White,3068,0.092,0.006,0.0,0.007,0.826,0.161,0.125
D5,NC,Black,3240,0.141,0.005,0.001,0.009,0.915,0.143,0.121
D5,NC,Hispanic,738,0.064,0.015,0.002,0.019,0.928,0.123,0.064
D5,NC,White,6629,0.077,0.005,0.0,0.009,0.864,0.102,0.097
D6,NC,Black,3003,0.467,0.006,0.0,0.011,0.912,0.085,0.09
D6,NC,Hispanic,1435,0.15,0.017,0.001,0.023,0.928,0.083,0.051
D6,NC,White,11039,0.117,0.006,0.0,0.01,0.863,0.077,0.074
D7,NC,Black,3904,0.191,0.006,0.001,0.006,0.916,0.257,0.182
D7,NC,Hispanic,994,0.077,0.008,0.002,0.009,0.937,0.342,0.139
D7,NC,White,7550,0.061,0.004,0.001,0.004,0.879,0.298,0.185
E1,NC,Black,2614,0.226,0.012,0.003,0.011,0.843,0.304,0.133
E1,NC,Hispanic,804,0.12,0.024,0.007,0.021,0.902,0.134,0.074
E1,NC,White,8884,0.081,0.008,0.001,0.01,0.793,0.207,0.141
E2,NC,Black,1832,0.198,0.002,0.0,0.013,0.879,0.409,0.193
E2,NC,Hispanic,634,0.164,0.004,0.001,0.017,0.92,0.154,0.129
E2,NC,White,6164,0.111,0.002,0.0,0.009,0.832,0.222,0.168
E3,NC,Black,4126,0.24,0.005,0.001,0.012,0.907,0.317,0.171
E3,NC,Hispanic,885,0.13,0.01,0.004,0.016,0.93,0.186,0.106
E3,NC,White,9313,0.111,0.004,0.001,0.014,0.858,0.189,0.152
E4,NC,Black,3498,0.049,0.01,0.001,0.01,0.906,0.199,0.121
E4,NC,Hispanic,1125,0.041,0.015,0.002,0.018,0.954,0.14,0.083
E4,NC,White,9998,0.057,0.008,0.0,0.009,0.887,0.17,0.114
E5,NC,Black,1460,0.394,0.009,0.004,0.008,0.897,0.406,0.168
E5,NC,Hispanic,1083,0.202,0.013,0.003,0.011,0.908,0.221,0.122
E5,NC,White,11456,0.132,0.005,0.001,0.008,0.857,0.376,0.222
E6,NC,Black,3837,0.173,0.007,0.001,0.01,0.95,0.092,0.093
E6,NC,Hispanic,835,0.073,0.013,0.002,0.019,0.966,0.071,0.062
E6,NC,White,8049,0.076,0.008,0.0,0.01,0.931,0.1,0.077
E7,NC,Black,1268,0.418,0.01,0.003,0.009,0.832,0.426,0.161
E7,NC,Hispanic,741,0.181,0.011,0.002,0.013,0.882,0.1,0.123
E7,NC,White,7291,0.13,0.005,0.001,0.008,0.767,0.314,0.192
F1,NC,Black,818,0.177,0.002,0.001,0.004,0.881,0.3,0.215
F1,NC,Hispanic,422,0.127,0.001,0.0,0.009,0.918,0.333,0.196
F1,NC,White,8372,0.134,0.002,0.0,0.003,0.848,0.373,0.21
F2,NC,Black,885,0.338,0.001,0.0,0.002,0.848,0.5,0.156
F2,NC,Hispanic,1158,0.283,0.002,0.0,0.002,0.869,0.222,0.118
F2,NC,White,14339,0.179,0.0,0.0,0.001,0.793,0.097,0.162
F3,NC,Black,759,0.199,0.004,0.001,0.005,0.86,0.357,0.161
F3,NC,Hispanic,472,0.124,0.005,0.0,0.008,0.924,0.333,0.118
F3,NC,White,13138,0.129,0.002,0.0,0.003,0.861,0.202,0.172
F4,NC,Black,3210,0.193,0.005,0.001,0.007,0.86,0.202,0.099
F4,NC,Hispanic,1315,0.15,0.005,0.0,0.011,0.918,0.062,0.081
F4,NC,White,16982,0.131,0.005,0.001,0.008,0.836,0.081,0.082
F5,NC,Black,2527,0.185,0.005,0.001,0.007,0.88,0.235,0.154
F5,NC,Hispanic,1834,0.149,0.007,0.001,0.01,0.917,0.162,0.113
F5,NC,White,17135,0.111,0.005,0.0,0.008,0.847,0.192,0.133
G1,NC,Black,331,0.288,0.002,0.0,0.003,0.875,0.0,0.186
G1,NC,Hispanic,460,0.241,0.001,0.0,0.004,0.879,0.5,0.2
G1,NC,White,9050,0.161,0.001,0.0,0.002,0.786,0.5,0.238
G2,NC,Black,1260,0.19,0.004,0.001,0.01,0.825,0.25,0.144
G2,NC,Hispanic,542,0.169,0.008,0.002,0.016,0.869,0.143,0.096
G2,NC,White,10001,0.126,0.003,0.001,0.006,0.781,0.173,0.143
G3,NC,Black,1635,0.374,0.004,0.001,0.003,0.897,0.25,0.211
G3,NC,Hispanic,1295,0.154,0.005,0.002,0.006,0.92,0.355,0.183
G3,NC,White,12634,0.105,0.003,0.0,0.004,0.869,0.389,0.238
G4,NC,Black,1082,0.089,0.01,0.003,0.017,0.89,0.268,0.141
G4,NC,Hispanic,657,0.064,0.015,0.006,0.024,0.921,0.16,0.098
G4,NC,White,10490,0.06,0.006,0.001,0.016,0.888,0.281,0.168
G5,NC,Black,1120,0.894,0.014,0.005,0.002,0.802,0.385,0.148
G5,NC,Hispanic,687,0.25,0.03,0.021,0.008,0.832,0.127,0.057
G5,NC,White,10704,0.142,0.007,0.002,0.004,0.851,0.457,0.255
G6,NC,Black,419,0.483,0.01,0.001,0.013,0.848,0.15,0.124
G6,NC,Hispanic,527,0.2,0.009,0.001,0.013,0.911,0.12,0.109
G6,NC,White,12035,0.173,0.009,0.001,0.012,0.803,0.177,0.108
G7,NC,Black,0,NA,0.0,0.0,0.0,NA,NA,NA
G7,NC,Hispanic,0,NA,0.0,0.0,0.0,NA,NA,NA
G7,NC,White,3,NA,0.0,0.0,0.0,NA,NA,NA
H1,NC,Black,2662,0.109,0.014,0.001,0.024,0.933,0.151,0.095
H1,NC,Hispanic,535,0.063,0.013,0.0,0.027,0.956,0.057,0.087
H1,NC,White,7156,0.055,0.01,0.0,0.019,0.911,0.163,0.101
H2,NC,Black,2861,0.132,0.03,0.001,0.035,0.846,0.068,0.05
H2,NC,Hispanic,338,0.138,0.051,0.002,0.06,0.9,0.092,0.034
H2,NC,White,4248,0.119,0.016,0.001,0.019,0.827,0.064,0.059
H3,NC,Black,4512,0.158,0.011,0.001,0.013,0.962,0.075,0.078
H3,NC,Hispanic,904,0.06,0.014,0.0,0.018,0.98,0.081,0.062
H3,NC,White,8486,0.065,0.009,0.001,0.011,0.947,0.111,0.074
H4,NC,Black,2220,0.145,0.015,0.003,0.021,0.904,0.098,0.074
H4,NC,Hispanic,319,0.168,0.029,0.023,0.014,0.888,0.085,0.047
H4,NC,White,5350,0.09,0.01,0.001,0.015,0.898,0.082,0.077
H5,NC,Black,10009,0.043,0.007,0.001,0.013,0.918,0.14,0.105
H5,NC,Hispanic,1874,0.023,0.01,0.002,0.023,0.921,0.126,0.077
H5,NC,White,12875,0.032,0.005,0.001,0.012,0.906,0.129,0.1
H6,NC,Black,2221,0.1,0.005,0.001,0.008,0.833,0.073,0.094
H6,NC,Hispanic,611,0.082,0.005,0.0,0.009,0.899,0.0,0.075
H6,NC,White,3950,0.052,0.002,0.0,0.003,0.81,0.025,0.101
ATLANTIC COUNTY,NJ,Black,3485,0.11,NA,NA,NA,NA,NA,NA
ATLANTIC COUNTY,NJ,Hispanic,2025,0.059,NA,NA,NA,NA,NA,NA
ATLANTIC COUNTY,NJ,White,12988,0.097,NA,NA,NA,NA,NA,NA
BERGEN COUNTY,NJ,Black,2847,0.071,NA,NA,NA,NA,NA,NA
BERGEN COUNTY,NJ,Hispanic,4274,0.034,NA,NA,NA,NA,NA,NA
BERGEN COUNTY,NJ,White,10224,0.022,NA,NA,NA,NA,NA,NA
BURLINGTON COUNTY,NJ,Black,11929,0.204,NA,NA,NA,NA,NA,NA
BURLINGTON COUNTY,NJ,Hispanic,4962,0.209,NA,NA,NA,NA,NA,NA
BURLINGTON COUNTY,NJ,White,32460,0.126,NA,NA,NA,NA,NA,NA
CAMDEN COUNTY,NJ,Black,4466,0.061,NA,NA,NA,NA,NA,NA
CAMDEN COUNTY,NJ,Hispanic,1573,0.029,NA,NA,NA,NA,NA,NA
CAMDEN COUNTY,NJ,White,9506,0.038,NA,NA,NA,NA,NA,NA
CAPE MAY COUNTY,NJ,Black,1164,0.347,NA,NA,NA,NA,NA,NA
CAPE MAY COUNTY,NJ,Hispanic,702,0.156,NA,NA,NA,NA,NA,NA
CAPE MAY COUNTY,NJ,White,10845,0.152,NA,NA,NA,NA,NA,NA
CUMBERLAND COUNTY,NJ,Black,4780,0.201,NA,NA,NA,NA,NA,NA
CUMBERLAND COUNTY,NJ,Hispanic,2645,0.086,NA,NA,NA,NA,NA,NA
CUMBERLAND COUNTY,NJ,White,9657,0.149,NA,NA,NA,NA,NA,NA
ESSEX COUNTY,NJ,Black,4974,0.021,NA,NA,NA,NA,NA,NA
ESSEX COUNTY,NJ,Hispanic,3443,0.027,NA,NA,NA,NA,NA,NA
ESSEX COUNTY,NJ,White,8635,0.041,NA,NA,NA,NA,NA,NA
GLOUCESTER COUNTY,NJ,Black,3432,0.153,NA,NA,NA,NA,NA,NA
GLOUCESTER COUNTY,NJ,Hispanic,1651,0.155,NA,NA,NA,NA,NA,NA
GLOUCESTER COUNTY,NJ,White,9268,0.049,NA,NA,NA,NA,NA,NA
HUDSON COUNTY,NJ,Black,1082,0.018,NA,NA,NA,NA,NA,NA
HUDSON COUNTY,NJ,Hispanic,1390,0.006,NA,NA,NA,NA,NA,NA
HUDSON COUNTY,NJ,White,3101,0.018,NA,NA,NA,NA,NA,NA
HUNTERDON COUNTY,NJ,Black,1471,0.595,NA,NA,NA,NA,NA,NA
HUNTERDON COUNTY,NJ,Hispanic,1348,0.248,NA,NA,NA,NA,NA,NA
HUNTERDON COUNTY,NJ,White,13542,0.15,NA,NA,NA,NA,NA,NA
MERCER COUNTY,NJ,Black,7610,0.134,NA,NA,NA,NA,NA,NA
MERCER COUNTY,NJ,Hispanic,3680,0.085,NA,NA,NA,NA,NA,NA
MERCER COUNTY,NJ,White,14327,0.087,NA,NA,NA,NA,NA,NA
MIDDLESEX COUNTY,NJ,Black,8176,0.134,NA,NA,NA,NA,NA,NA
MIDDLESEX COUNTY,NJ,Hispanic,7050,0.059,NA,NA,NA,NA,NA,NA
MIDDLESEX COUNTY,NJ,White,24752,0.075,NA,NA,NA,NA,NA,NA
MONMOUTH COUNTY,NJ,Black,4033,0.117,NA,NA,NA,NA,NA,NA
MONMOUTH COUNTY,NJ,Hispanic,3186,0.071,NA,NA,NA,NA,NA,NA
MONMOUTH COUNTY,NJ,White,25807,0.066,NA,NA,NA,NA,NA,NA
MORRIS COUNTY,NJ,Black,2783,0.224,NA,NA,NA,NA,NA,NA
MORRIS COUNTY,NJ,Hispanic,3288,0.071,NA,NA,NA,NA,NA,NA
MORRIS COUNTY,NJ,White,15191,0.051,NA,NA,NA,NA,NA,NA
OCEAN COUNTY,NJ,Black,2075,0.155,NA,NA,NA,NA,NA,NA
OCEAN COUNTY,NJ,Hispanic,1730,0.049,NA,NA,NA,NA,NA,NA
OCEAN COUNTY,NJ,White,19706,0.049,NA,NA,NA,NA,NA,NA
PASSAIC COUNTY,NJ,Black,2015,0.047,NA,NA,NA,NA,NA,NA
PASSAIC COUNTY,NJ,Hispanic,3100,0.021,NA,NA,NA,NA,NA,NA
PASSAIC COUNTY,NJ,White,7068,0.039,NA,NA,NA,NA,NA,NA
SALEM COUNTY,NJ,Black,2580,0.381,NA,NA,NA,NA,NA,NA
SALEM COUNTY,NJ,Hispanic,851,0.262,NA,NA,NA,NA,NA,NA
SALEM COUNTY,NJ,White,5228,0.127,NA,NA,NA,NA,NA,NA
SOMERSET COUNTY,NJ,Black,1865,0.081,NA,NA,NA,NA,NA,NA
SOMERSET COUNTY,NJ,Hispanic,1660,0.05,NA,NA,NA,NA,NA,NA
SOMERSET COUNTY,NJ,White,9088,0.056,NA,NA,NA,NA,NA,NA
SUSSEX COUNTY,NJ,Black,391,0.187,NA,NA,NA,NA,NA,NA
SUSSEX COUNTY,NJ,Hispanic,505,0.067,NA,NA,NA,NA,NA,NA
SUSSEX COUNTY,NJ,White,8094,0.077,NA,NA,NA,NA,NA,NA
UNION COUNTY,NJ,Black,5577,0.061,NA,NA,NA,NA,NA,NA
UNION COUNTY,NJ,Hispanic,4739,0.039,NA,NA,NA,NA,NA,NA
UNION COUNTY,NJ,White,16107,0.083,NA,NA,NA,NA,NA,NA
WARREN COUNTY,NJ,Black,2453,0.799,NA,NA,NA,NA,NA,NA
WARREN COUNTY,NJ,Hispanic,2135,0.356,NA,NA,NA,NA,NA,NA
WARREN COUNTY,NJ,White,12491,0.167,NA,NA,NA,NA,NA,NA
ADAMS COUNTY,OH,Black,114,1.31,0.014,NA,0.002,NA,NA,NA
ADAMS COUNTY,OH,Hispanic,18,0.114,0.023,NA,0.0,NA,NA,NA
ADAMS COUNTY,OH,White,3442,0.16,0.018,NA,0.006,NA,NA,NA
ALLEN COUNTY,OH,Black,2452,0.256,0.094,NA,0.011,NA,NA,NA
ALLEN COUNTY,OH,Hispanic,195,0.105,0.084,NA,0.005,NA,NA,NA
ALLEN COUNTY,OH,White,10560,0.151,0.037,NA,0.003,NA,NA,NA
ASHLAND COUNTY,OH,Black,1970,6.046,0.05,NA,0.008,NA,NA,NA
ASHLAND COUNTY,OH,Hispanic,254,0.627,0.04,NA,0.004,NA,NA,NA
ASHLAND COUNTY,OH,White,12687,0.311,0.018,NA,0.002,NA,NA,NA
ASHTABULA COUNTY,OH,Black,712,0.243,0.077,NA,0.016,NA,NA,NA
ASHTABULA COUNTY,OH,Hispanic,271,0.116,0.063,NA,0.01,NA,NA,NA
ASHTABULA COUNTY,OH,White,9641,0.132,0.03,NA,0.005,NA,NA,NA
ATHENS COUNTY,OH,Black,806,0.539,0.041,NA,0.011,NA,NA,NA
ATHENS COUNTY,OH,Hispanic,104,0.111,0.031,NA,0.004,NA,NA,NA
ATHENS COUNTY,OH,White,11211,0.225,0.024,NA,0.006,NA,NA,NA
AUGLAIZE COUNTY,OH,Black,1197,8.437,0.041,NA,0.005,NA,NA,NA
AUGLAIZE COUNTY,OH,Hispanic,151,0.383,0.036,NA,0.003,NA,NA,NA
AUGLAIZE COUNTY,OH,White,9967,0.285,0.01,NA,0.001,NA,NA,NA
BELMONT COUNTY,OH,Black,854,0.338,0.037,NA,0.01,NA,NA,NA
BELMONT COUNTY,OH,Hispanic,131,0.328,0.038,NA,0.0,NA,NA,NA
BELMONT COUNTY,OH,White,11443,0.211,0.025,NA,0.006,NA,NA,NA
BROWN COUNTY,OH,Black,271,0.866,0.028,NA,0.004,NA,NA,NA
BROWN COUNTY,OH,Hispanic,50,0.228,0.044,NA,0.004,NA,NA,NA
BROWN COUNTY,OH,White,8162,0.239,0.021,NA,0.005,NA,NA,NA
BUTLER COUNTY,OH,Black,3103,0.148,0.096,NA,0.021,NA,NA,NA
BUTLER COUNTY,OH,Hispanic,505,0.051,0.149,NA,0.02,NA,NA,NA
BUTLER COUNTY,OH,White,13660,0.055,0.047,NA,0.011,NA,NA,NA
CARROLL COUNTY,OH,Black,28,0.239,0.043,NA,0.022,NA,NA,NA
CARROLL COUNTY,OH,Hispanic,16,0.081,0.012,NA,0.0,NA,NA,NA
CARROLL COUNTY,OH,White,1485,0.066,0.01,NA,0.003,NA,NA,NA
CHAMPAIGN COUNTY,OH,Black,78,0.112,0.031,NA,0.01,NA,NA,NA
CHAMPAIGN COUNTY,OH,Hispanic,11,0.031,0.037,NA,0.0,NA,NA,NA
CHAMPAIGN COUNTY,OH,White,1456,0.049,0.014,NA,0.003,NA,NA,NA
CLARK COUNTY,OH,Black,1792,0.198,0.057,NA,0.021,NA,NA,NA
CLARK COUNTY,OH,Hispanic,202,0.08,0.066,NA,0.013,NA,NA,NA
CLARK COUNTY,OH,White,7514,0.079,0.025,NA,0.007,NA,NA,NA
CLERMONT COUNTY,OH,Black,746,0.374,0.046,NA,0.014,NA,NA,NA
CLERMONT COUNTY,OH,Hispanic,161,0.074,0.052,NA,0.01,NA,NA,NA
CLERMONT COUNTY,OH,White,16849,0.113,0.028,NA,0.007,NA,NA,NA
CLINTON COUNTY,OH,Black,1293,1.765,0.02,NA,0.003,NA,NA,NA
CLINTON COUNTY,OH,Hispanic,259,0.629,0.038,NA,0.005,NA,NA,NA
CLINTON COUNTY,OH,White,8714,0.279,0.015,NA,0.003,NA,NA,NA
COLUMBIANA COUNTY,OH,Black,495,0.24,0.054,NA,0.013,NA,NA,NA
COLUMBIANA COUNTY,OH,Hispanic,77,0.069,0.016,NA,0.003,NA,NA,NA
COLUMBIANA COUNTY,OH,White,9766,0.119,0.016,NA,0.003,NA,NA,NA
COSHOCTON COUNTY,OH,Black,70,0.213,0.023,NA,0.0,NA,NA,NA
COSHOCTON COUNTY,OH,Hispanic,8,0.039,0.0,NA,0.0,NA,NA,NA
COSHOCTON COUNTY,OH,White,1866,0.066,0.013,NA,0.001,NA,NA,NA
CRAWFORD COUNTY,OH,Black,456,1.701,0.028,NA,0.012,NA,NA,NA
CRAWFORD COUNTY,OH,Hispanic,83,0.219,0.022,NA,0.002,NA,NA,NA
CRAWFORD COUNTY,OH,White,7730,0.232,0.012,NA,0.005,NA,NA,NA
CUYAHOGA COUNTY,OH,Black,8992,0.031,0.09,NA,0.033,NA,NA,NA
CUYAHOGA COUNTY,OH,Hispanic,1166,0.025,0.074,NA,0.018,NA,NA,NA
CUYAHOGA COUNTY,OH,White,17695,0.027,0.04,NA,0.009,NA,NA,NA
DARKE COUNTY,OH,Black,37,0.187,0.016,NA,0.005,NA,NA,NA
DARKE COUNTY,OH,Hispanic,11,0.024,0.0,NA,0.0,NA,NA,NA
DARKE COUNTY,OH,White,1525,0.038,0.018,NA,0.002,NA,NA,NA
DEFIANCE COUNTY,OH,Black,518,1.026,0.036,NA,0.002,NA,NA,NA
DEFIANCE COUNTY,OH,Hispanic,358,0.15,0.047,NA,0.003,NA,NA,NA
DEFIANCE COUNTY,OH,White,6911,0.254,0.019,NA,0.001,NA,NA,NA
DELAWARE COUNTY,OH,Black,2053,0.439,0.028,NA,0.006,NA,NA,NA
DELAWARE COUNTY,OH,Hispanic,338,0.121,0.04,NA,0.007,NA,NA,NA
DELAWARE COUNTY,OH,White,14200,0.115,0.018,NA,0.003,NA,NA,NA
ERIE COUNTY,OH,Black,2696,0.549,0.047,NA,0.009,NA,NA,NA
ERIE COUNTY,OH,Hispanic,554,0.283,0.028,NA,0.004,NA,NA,NA
ERIE COUNTY,OH,White,15085,0.281,0.015,NA,0.002,NA,NA,NA
FAIRFIELD COUNTY,OH,Black,1055,0.144,0.053,NA,0.012,NA,NA,NA
FAIRFIELD COUNTY,OH,Hispanic,122,0.064,0.046,NA,0.003,NA,NA,NA
FAIRFIELD COUNTY,OH,White,12074,0.115,0.032,NA,0.007,NA,NA,NA
